abolish, 3.682145076373832
abort, 3.682145076373832
abrupt, 3.682145076373832
absurd, 3.3811150807098507
addict, 3.682145076373832
afraid, 2.450249108319361
aghast, 3.682145076373832
ail, 3.3811150807098507
ailment, 3.682145076373832
alarm, 2.727541257028556
anger, 3.204933522354145
anguish, 3.682145076373832
annoy, 3.204933522354145
anxious, 2.568201724066995
appal, 3.682145076373832
arduous, 3.682145076373832
attack, 2.6020599913279625
awkward, 3.682145076373832
backward, 2.983175072037813
bad, 1.9731278535996986
balk, 3.3811150807098507
bankrupt, 2.640481436970422
bash, 3.079904467666721
bastard, 3.204933522354145
bearish, 3.682145076373832
beg, 2.8369567370595505
berserk, 3.682145076373832
beset, 3.3811150807098507
bias, 3.204933522354145
bitch, 2.9036325160842376
bitter, 3.3811150807098507
blah, 3.682145076373832
blame, 2.250420002308894
bland, 2.7788744720027396
bleak, 3.682145076373832
bleed, 3.204933522354145
blind, 2.9036325160842376
blister, 3.682145076373832
blow, 2.5352941200427703
blunder, 3.3811150807098507
blunt, 3.682145076373832
bogus, 3.682145076373832
boil, 3.3811150807098507
bomb, 3.079904467666721
bore, 2.7788744720027396
botch, 3.204933522354145
bother, 2.8369567370595505
brazen, 3.682145076373832
breach, 2.250420002308894
break, 2.0086001717619175
break-up, 3.682145076373832
breakdown, 2.7788744720027396
broke, 2.727541257028556
broken, 2.9036325160842376
brutal, 3.682145076373832
brute, 3.682145076373832
bs, 3.079904467666721
bug, 2.8369567370595505
bullshit, 3.3811150807098507
bump, 2.8369567370595505
burden, 2.640481436970422
burn, 2.1903316981702914
callous, 3.682145076373832
cancer, 2.983175072037813
careless, 3.682145076373832
cheap, 2.727541257028556
cheat, 3.682145076373832
chill, 3.204933522354145
chore, 3.204933522354145
clash, 3.682145076373832
cloud, 3.682145076373832
cold, 2.403120521175818
combust, 2.8369567370595505
complain, 2.4771212547196626
complaint, 2.161368002234975
complex, 2.2833012287035497
concern, 1.255272505103306
condemn, 2.983175072037813
confess, 3.3811150807098507
conflict, 2.0086001717619175
confront, 3.204933522354145
contempt, 3.682145076373832
contend, 2.727541257028556
contort, 3.3811150807098507
contradict, 3.204933522354145
corrupt, 2.983175072037813
crack, 2.250420002308894
crap, 2.983175072037813
crash, 2.640481436970422
craze, 3.682145076373832
creep, 3.3811150807098507
crime, 2.983175072037813
critic, 1.8388490907372552
crook, 3.3811150807098507
crude, 2.113943352306837
cruel, 3.682145076373832
crush, 3.3811150807098507
culprit, 3.3811150807098507
curt, 2.2041199826559246
damn, 2.983175072037813
danger, 2.640481436970422
dark, 2.450249108319361
dead, 2.4265112613645754
deadlock, 3.682145076373832
death, 3.079904467666721
debt, 1.9395192526186185
defect, 2.8369567370595505
deform, 3.682145076373832
deject, 3.682145076373832
delay, 1.662757831681574
demon, 2.9036325160842376
denial, 3.3811150807098507
dent, 3.682145076373832
depress, 3.3811150807098507
desert, 2.682145076373832
destroy, 2.0681858617461617
deter, 2.983175072037813
detract, 3.204933522354145
detriment, 2.983175072037813
dick, 2.450249108319361
die, 2.4265112613645754
difficult, 1.845098040014257
dilemma, 2.7788744720027396
dim, 3.3811150807098507
din, 3.3811150807098507
dire, 3.3811150807098507
dirt, 3.3811150807098507
disallow, 2.8369567370595505
disappoint, 2.727541257028556
disclaim, 2.727541257028556
dishonor, 3.3811150807098507
disregard, 2.380211241711606
disrespect, 3.682145076373832
disrupt, 2.640481436970422
