afford, 2.3010299956639813
angel, 2.3010299956639813
appeal, 2.3010299956639813
bargain, 2.3010299956639813
benefit, 1.6020599913279623
best, 1.6020599913279623
better, 1.5185139398778875
bless, 2.3010299956639813
boost, 2.3010299956639813
cheaper, 1.8195439355418688
clean, 2.0
clear, 2.0
clearer, 2.3010299956639813
comfort, 2.0
cool, 2.0
correct, 2.0
cure, 2.3010299956639813
easier, 2.3010299956639813
enjoy, 2.0
enough, 1.3979400086720377
exceed, 1.6989700043360187
excel, 2.0
fair, 1.8195439355418688
faith, 2.0
faster, 2.0
favor, 2.3010299956639813
fine, 2.3010299956639813
free, 1.6020599913279623
fun, 1.8195439355418688
glad, 2.3010299956639813
good, 1.1139433523068367
great, 1.4471580313422192
greatest, 2.3010299956639813
hot, 2.3010299956639813
ideal, 2.0
impress, 2.3010299956639813
led, 2.0
like, 0.6989700043360189
lover, 2.3010299956639813
low-risk, 2.3010299956639813
luck, 1.8195439355418688
nice, 2.0
perfect, 2.0
precious, 2.3010299956639813
prefer, 2.0
progress, 1.6989700043360187
prompt, 2.0
proper, 1.8195439355418688
protect, 2.3010299956639813
proud, 2.0
pure, 2.3010299956639813
rapid, 2.3010299956639813
recommend, 1.6020599913279623
refresh, 2.3010299956639813
regard, 1.0791812460476249
respect, 1.6989700043360187
rich, 1.8195439355418688
right, 1.255272505103306
safe, 2.3010299956639813
silent, 2.0
skill, 2.0
smart, 2.3010299956639813
softer, 2.3010299956639813
strong, 2.0
success, 2.3010299956639813
super, 2.3010299956639813
support, 1.255272505103306
thank, 0.7781512503836436
top, 1.6020599913279623
tough, 2.3010299956639813
well, 1.1760912590556813
win, 2.0
won, 1.6989700043360187
wonder, 1.5185139398778875
work, 0.8450980400142568
wow, 2.3010299956639813
